ts,name,cpu,mem
14:31:29,lucky-star-notification-service,20.44%,343.7MiB / 15.47GiB
14:31:29,lucky-star-kafka-ui,0.11%,290.9MiB / 15.47GiB
14:31:29,lucky-star-postgres,100.96%,790.3MiB / 15.47GiB
14:31:29,lucky-star-redis,26.51%,13.5MiB / 15.47GiB
14:31:29,lucky-star-kafka,80.42%,1.246GiB / 15.47GiB
14:31:29,lucky-star-mysql,24.05%,599.8MiB / 15.47GiB
14:31:29,lucky-star-grafana,0.07%,57.82MiB / 15.47GiB
14:31:29,lucky-star-prometheus,1.96%,74.93MiB / 15.47GiB
14:31:29,lucky-star-zookeeper,0.12%,134.7MiB / 15.47GiB
14:31:32,lucky-star-wallet-service,177.35%,729.5MiB / 15.47GiB
14:31:32,lucky-star-gateway-service,95.41%,522.4MiB / 15.47GiB
14:31:32,lucky-star-game-service,225.60%,999MiB / 15.47GiB
14:31:32,lucky-star-member-service,0.55%,701MiB / 15.47GiB
14:31:32,lucky-star-admin-service,39.96%,663.4MiB / 15.47GiB
14:31:32,lucky-star-rank-service,23.69%,632MiB / 15.47GiB
14:31:32,lucky-star-notification-service,20.10%,344MiB / 15.47GiB
14:31:32,lucky-star-kafka-ui,0.11%,290.9MiB / 15.47GiB
14:31:32,lucky-star-postgres,115.96%,791MiB / 15.47GiB
14:31:32,lucky-star-redis,21.87%,13.95MiB / 15.47GiB
14:31:32,lucky-star-kafka,76.68%,1.246GiB / 15.47GiB
14:31:32,lucky-star-mysql,27.26%,599.6MiB / 15.47GiB
14:31:32,lucky-star-grafana,0.07%,57.82MiB / 15.47GiB
14:31:32,lucky-star-prometheus,0.60%,74.91MiB / 15.47GiB
14:31:32,lucky-star-zookeeper,5.99%,134.7MiB / 15.47GiB
14:31:34,lucky-star-wallet-service,205.87%,730.4MiB / 15.47GiB
14:31:34,lucky-star-gateway-service,100.17%,522.1MiB / 15.47GiB
14:31:34,lucky-star-game-service,240.98%,998.3MiB / 15.47GiB
14:31:34,lucky-star-member-service,1.58%,701.2MiB / 15.47GiB
14:31:34,lucky-star-admin-service,31.38%,662.4MiB / 15.47GiB
14:31:34,lucky-star-rank-service,22.05%,631.5MiB / 15.47GiB
14:31:34,lucky-star-notification-service,19.44%,343.8MiB / 15.47GiB
14:31:34,lucky-star-kafka-ui,0.15%,290.9MiB / 15.47GiB
14:31:34,lucky-star-postgres,119.52%,790.3MiB / 15.47GiB
14:31:34,lucky-star-redis,35.16%,16.37MiB / 15.47GiB
14:31:34,lucky-star-kafka,76.77%,1.246GiB / 15.47GiB
14:31:34,lucky-star-mysql,26.76%,600.1MiB / 15.47GiB
14:31:34,lucky-star-grafana,0.06%,57.82MiB / 15.47GiB
14:31:34,lucky-star-prometheus,0.47%,75.64MiB / 15.47GiB
14:31:34,lucky-star-zookeeper,0.09%,134.7MiB / 15.47GiB
14:31:36,lucky-star-wallet-service,185.95%,729.8MiB / 15.47GiB
14:31:36,lucky-star-gateway-service,99.84%,522.3MiB / 15.47GiB
14:31:36,lucky-star-game-service,234.90%,999MiB / 15.47GiB
14:31:36,lucky-star-member-service,0.36%,701MiB / 15.47GiB
14:31:36,lucky-star-admin-service,33.51%,662.9MiB / 15.47GiB
14:31:36,lucky-star-rank-service,20.86%,631.7MiB / 15.47GiB
14:31:36,lucky-star-notification-service,14.35%,343.8MiB / 15.47GiB
14:31:36,lucky-star-kafka-ui,0.11%,290.9MiB / 15.47GiB
14:31:36,lucky-star-postgres,106.38%,789.6MiB / 15.47GiB
14:31:36,lucky-star-redis,23.24%,14.07MiB / 15.47GiB
14:31:36,lucky-star-kafka,152.23%,1.283GiB / 15.47GiB
14:31:36,lucky-star-mysql,24.91%,600MiB / 15.47GiB
14:31:36,lucky-star-grafana,0.07%,57.82MiB / 15.47GiB
14:31:36,lucky-star-prometheus,1.68%,75.06MiB / 15.47GiB
14:31:36,lucky-star-zookeeper,0.10%,134.7MiB / 15.47GiB
14:31:38,lucky-star-wallet-service,184.96%,730MiB / 15.47GiB
14:31:38,lucky-star-gateway-service,95.52%,521.9MiB / 15.47GiB
14:31:38,lucky-star-game-service,221.34%,998.8MiB / 15.47GiB
14:31:38,lucky-star-member-service,5.31%,701MiB / 15.47GiB
14:31:38,lucky-star-admin-service,23.42%,662.9MiB / 15.47GiB
14:31:38,lucky-star-rank-service,19.98%,631.5MiB / 15.47GiB
14:31:38,lucky-star-notification-service,18.60%,343.8MiB / 15.47GiB
14:31:38,lucky-star-kafka-ui,0.19%,290.9MiB / 15.47GiB
14:31:38,lucky-star-postgres,103.36%,790.2MiB / 15.47GiB
14:31:38,lucky-star-redis,18.39%,13.32MiB / 15.47GiB
14:31:38,lucky-star-kafka,124.04%,1.306GiB / 15.47GiB
14:31:38,lucky-star-mysql,30.37%,599.8MiB / 15.47GiB
14:31:38,lucky-star-grafana,0.14%,57.82MiB / 15.47GiB
14:31:38,lucky-star-prometheus,0.64%,74.92MiB / 15.47GiB
14:31:38,lucky-star-zookeeper,0.20%,134.7MiB / 15.47GiB
14:31:40,lucky-star-wallet-service,201.99%,730.9MiB / 15.47GiB
14:31:40,lucky-star-gateway-service,87.73%,521.8MiB / 15.47GiB
14:31:40,lucky-star-game-service,242.79%,999.1MiB / 15.47GiB
14:31:40,lucky-star-member-service,0.32%,701.2MiB / 15.47GiB
14:31:40,lucky-star-admin-service,35.31%,662.7MiB / 15.47GiB
14:31:40,lucky-star-rank-service,21.20%,632.2MiB / 15.47GiB
14:31:40,lucky-star-notification-service,17.84%,343.8MiB / 15.47GiB
14:31:40,lucky-star-kafka-ui,0.12%,290.9MiB / 15.47GiB
14:31:40,lucky-star-postgres,100.91%,791MiB / 15.47GiB
14:31:40,lucky-star-redis,19.85%,13.9MiB / 15.47GiB
14:31:40,lucky-star-kafka,159.26%,1.329GiB / 15.47GiB
14:31:40,lucky-star-mysql,25.15%,599.8MiB / 15.47GiB
14:31:40,lucky-star-grafana,0.09%,57.82MiB / 15.47GiB
14:31:40,lucky-star-prometheus,1.38%,75.18MiB / 15.47GiB
14:31:40,lucky-star-zookeeper,0.10%,134.7MiB / 15.47GiB
14:31:42,lucky-star-wallet-service,221.22%,730.6MiB / 15.47GiB
14:31:42,lucky-star-gateway-service,92.19%,522.1MiB / 15.47GiB
14:31:42,lucky-star-game-service,229.27%,999.1MiB / 15.47GiB
14:31:42,lucky-star-member-service,0.30%,701.2MiB / 15.47GiB
14:31:42,lucky-star-admin-service,39.64%,663.4MiB / 15.47GiB
14:31:42,lucky-star-rank-service,25.76%,631.3MiB / 15.47GiB
14:31:42,lucky-star-notification-service,22.73%,344MiB / 15.47GiB
14:31:42,lucky-star-kafka-ui,0.11%,290.9MiB / 15.47GiB
14:31:42,lucky-star-postgres,103.21%,791.9MiB / 15.47GiB
14:31:42,lucky-star-redis,27.57%,13.03MiB / 15.47GiB
14:31:42,lucky-star-kafka,85.05%,1.247GiB / 15.47GiB
14:31:42,lucky-star-mysql,24.94%,599.8MiB / 15.47GiB
14:31:42,lucky-star-grafana,0.07%,57.82MiB / 15.47GiB
14:31:42,lucky-star-prometheus,0.68%,74.92MiB / 15.47GiB
14:31:42,lucky-star-zookeeper,0.09%,134.7MiB / 15.47GiB
14:31:44,lucky-star-wallet-service,233.82%,730.9MiB / 15.47GiB
14:31:44,lucky-star-gateway-service,89.85%,522.3MiB / 15.47GiB
14:31:44,lucky-star-game-service,222.45%,999.2MiB / 15.47GiB
14:31:44,lucky-star-member-service,2.61%,701MiB / 15.47GiB
14:31:44,lucky-star-admin-service,34.04%,663.4MiB / 15.47GiB
14:31:44,lucky-star-rank-service,29.48%,631.8MiB / 15.47GiB
14:31:44,lucky-star-notification-service,20.23%,343.6MiB / 15.47GiB
14:31:44,lucky-star-kafka-ui,0.12%,290.9MiB / 15.47GiB
14:31:44,lucky-star-postgres,101.68%,792.3MiB / 15.47GiB
14:31:44,lucky-star-redis,22.00%,13.73MiB / 15.47GiB
14:31:44,lucky-star-kafka,81.16%,1.247GiB / 15.47GiB
14:31:44,lucky-star-mysql,28.17%,599.6MiB / 15.47GiB
14:31:44,lucky-star-grafana,0.06%,57.82MiB / 15.47GiB
14:31:44,lucky-star-prometheus,0.64%,74.92MiB / 15.47GiB
14:31:44,lucky-star-zookeeper,0.10%,134.7MiB / 15.47GiB
14:31:46,lucky-star-wallet-service,151.14%,730.9MiB / 15.47GiB
14:31:46,lucky-star-gateway-service,88.16%,521.6MiB / 15.47GiB
14:31:46,lucky-star-game-service,217.83%,1000MiB / 15.47GiB
14:31:46,lucky-star-member-service,0.43%,701MiB / 15.47GiB
14:31:46,lucky-star-admin-service,37.76%,663.4MiB / 15.47GiB
14:31:46,lucky-star-rank-service,30.22%,631.5MiB / 15.47GiB
14:31:46,lucky-star-notification-service,20.22%,344.3MiB / 15.47GiB
14:31:46,lucky-star-kafka-ui,0.11%,290.9MiB / 15.47GiB
14:31:46,lucky-star-postgres,96.41%,790.1MiB / 15.47GiB
14:31:46,lucky-star-redis,22.79%,13.08MiB / 15.47GiB
14:31:46,lucky-star-kafka,81.17%,1.247GiB / 15.47GiB
14:31:46,lucky-star-mysql,29.83%,599.6MiB / 15.47GiB
14:31:46,lucky-star-grafana,0.09%,57.82MiB / 15.47GiB
14:31:46,lucky-star-prometheus,0.88%,74.92MiB / 15.47GiB
14:31:46,lucky-star-zookeeper,0.12%,134.7MiB / 15.47GiB
14:31:49,lucky-star-wallet-service,95.20%,730.4MiB / 15.47GiB
14:31:49,lucky-star-gateway-service,21.41%,520.6MiB / 15.47GiB
14:31:49,lucky-star-game-service,70.67%,996.9MiB / 15.47GiB
14:31:49,lucky-star-member-service,5.60%,701MiB / 15.47GiB
14:31:49,lucky-star-admin-service,63.92%,664.1MiB / 15.47GiB
14:31:49,lucky-star-rank-service,48.46%,633.2MiB / 15.47GiB
14:31:49,lucky-star-notification-service,13.86%,344.1MiB / 15.47GiB
14:31:49,lucky-star-kafka-ui,0.09%,290.9MiB / 15.47GiB
14:31:49,lucky-star-postgres,35.27%,789.8MiB / 15.47GiB
14:31:49,lucky-star-redis,23.86%,14.02MiB / 15.47GiB
14:31:49,lucky-star-kafka,99.30%,1.248GiB / 15.47GiB
14:31:49,lucky-star-mysql,33.03%,600.3MiB / 15.47GiB
14:31:49,lucky-star-grafana,0.18%,57.82MiB / 15.47GiB
14:31:49,lucky-star-prometheus,0.33%,74.92MiB / 15.47GiB
14:31:49,lucky-star-zookeeper,0.19%,134.7MiB / 15.47GiB
14:31:51,lucky-star-wallet-service,32.36%,730.8MiB / 15.47GiB
14:31:51,lucky-star-gateway-service,0.23%,520.6MiB / 15.47GiB
14:31:51,lucky-star-game-service,0.39%,996.8MiB / 15.47GiB
14:31:51,lucky-star-member-service,0.28%,701.2MiB / 15.47GiB
14:31:51,lucky-star-admin-service,84.13%,664.1MiB / 15.47GiB
14:31:51,lucky-star-rank-service,57.43%,633.3MiB / 15.47GiB
14:31:51,lucky-star-notification-service,0.56%,343.6MiB / 15.47GiB
14:31:51,lucky-star-kafka-ui,0.10%,290.9MiB / 15.47GiB
14:31:51,lucky-star-postgres,0.78%,790.1MiB / 15.47GiB
14:31:51,lucky-star-redis,30.71%,14.47MiB / 15.47GiB
14:31:51,lucky-star-kafka,105.14%,1.249GiB / 15.47GiB
14:31:51,lucky-star-mysql,27.48%,601.3MiB / 15.47GiB
14:31:51,lucky-star-grafana,0.05%,57.82MiB / 15.47GiB
14:31:51,lucky-star-prometheus,0.98%,74.98MiB / 15.47GiB
14:31:51,lucky-star-zookeeper,0.09%,134.7MiB / 15.47GiB
14:31:53,lucky-star-wallet-service,35.90%,730.4MiB / 15.47GiB
14:31:53,lucky-star-gateway-service,1.29%,520.3MiB / 15.47GiB
14:31:53,lucky-star-game-service,2.87%,997MiB / 15.47GiB
14:31:53,lucky-star-member-service,0.40%,701MiB / 15.47GiB
14:31:53,lucky-star-admin-service,82.27%,664.1MiB / 15.47GiB
14:31:53,lucky-star-rank-service,57.67%,632.8MiB / 15.47GiB
14:31:53,lucky-star-notification-service,1.75%,344.1MiB / 15.47GiB
14:31:53,lucky-star-kafka-ui,0.09%,290.9MiB / 15.47GiB
14:31:53,lucky-star-postgres,1.03%,789.8MiB / 15.47GiB
14:31:53,lucky-star-redis,29.33%,13.59MiB / 15.47GiB
14:31:53,lucky-star-kafka,210.49%,1.249GiB / 15.47GiB
14:31:53,lucky-star-mysql,30.37%,600.3MiB / 15.47GiB
14:31:53,lucky-star-grafana,0.68%,57.82MiB / 15.47GiB
14:31:53,lucky-star-prometheus,1.17%,76.18MiB / 15.47GiB
14:31:53,lucky-star-zookeeper,0.08%,134.7MiB / 15.47GiB
14:31:55,lucky-star-wallet-service,38.39%,730.6MiB / 15.47GiB
14:31:55,lucky-star-gateway-service,0.69%,520.2MiB / 15.47GiB
14:31:55,lucky-star-game-service,0.40%,996.6MiB / 15.47GiB
14:31:55,lucky-star-member-service,0.26%,701.2MiB / 15.47GiB
14:31:55,lucky-star-admin-service,84.31%,664.2MiB / 15.47GiB
14:31:55,lucky-star-rank-service,54.95%,633MiB / 15.47GiB
14:31:55,lucky-star-notification-service,0.55%,344.3MiB / 15.47GiB
14:31:55,lucky-star-kafka-ui,0.07%,290.9MiB / 15.47GiB
14:31:55,lucky-star-postgres,0.82%,789.6MiB / 15.47GiB
14:31:55,lucky-star-redis,26.91%,14.31MiB / 15.47GiB
14:31:55,lucky-star-kafka,115.78%,1.25GiB / 15.47GiB
14:31:55,lucky-star-mysql,28.52%,601.3MiB / 15.47GiB
14:31:55,lucky-star-grafana,0.07%,57.82MiB / 15.47GiB
14:31:55,lucky-star-prometheus,1.84%,75.41MiB / 15.47GiB
14:31:55,lucky-star-zookeeper,0.10%,134.7MiB / 15.47GiB
14:31:57,lucky-star-wallet-service,27.29%,731MiB / 15.47GiB
14:31:57,lucky-star-gateway-service,0.19%,520.2MiB / 15.47GiB
14:31:57,lucky-star-game-service,0.40%,996.6MiB / 15.47GiB
14:31:57,lucky-star-member-service,0.40%,701.5MiB / 15.47GiB
14:31:57,lucky-star-admin-service,86.80%,664.6MiB / 15.47GiB
14:31:57,lucky-star-rank-service,55.37%,633.5MiB / 15.47GiB
14:31:57,lucky-star-notification-service,1.48%,344.1MiB / 15.47GiB
14:31:57,lucky-star-kafka-ui,0.11%,290.9MiB / 15.47GiB
14:31:57,lucky-star-postgres,51.52%,812.3MiB / 15.47GiB
14:31:57,lucky-star-redis,26.96%,14.54MiB / 15.47GiB
14:31:57,lucky-star-kafka,106.61%,1.25GiB / 15.47GiB
14:31:57,lucky-star-mysql,28.55%,600.8MiB / 15.47GiB
14:31:57,lucky-star-grafana,0.05%,57.82MiB / 15.47GiB
14:31:57,lucky-star-prometheus,0.04%,75.18MiB / 15.47GiB
14:31:57,lucky-star-zookeeper,0.08%,134.7MiB / 15.47GiB
14:31:59,lucky-star-wallet-service,31.73%,731.3MiB / 15.47GiB
14:31:59,lucky-star-gateway-service,0.17%,520.2MiB / 15.47GiB
14:31:59,lucky-star-game-service,2.36%,996.7MiB / 15.47GiB
14:31:59,lucky-star-member-service,1.26%,701.2MiB / 15.47GiB
14:31:59,lucky-star-admin-service,48.34%,663.8MiB / 15.47GiB
14:31:59,lucky-star-rank-service,54.41%,633.2MiB / 15.47GiB
14:31:59,lucky-star-notification-service,6.13%,344.8MiB / 15.47GiB
14:31:59,lucky-star-kafka-ui,0.10%,290.9MiB / 15.47GiB
14:31:59,lucky-star-postgres,98.17%,820.9MiB / 15.47GiB
14:31:59,lucky-star-redis,21.46%,13.58MiB / 15.47GiB
14:31:59,lucky-star-kafka,79.00%,1.25GiB / 15.47GiB
14:31:59,lucky-star-mysql,35.72%,599.9MiB / 15.47GiB
14:31:59,lucky-star-grafana,0.13%,57.82MiB / 15.47GiB
14:31:59,lucky-star-prometheus,0.91%,74.93MiB / 15.47GiB
14:31:59,lucky-star-zookeeper,0.16%,134.7MiB / 15.47GiB
14:32:01,lucky-star-wallet-service,25.18%,731MiB / 15.47GiB
14:32:01,lucky-star-gateway-service,0.28%,520.2MiB / 15.47GiB
14:32:01,lucky-star-game-service,0.17%,996.6MiB / 15.47GiB
14:32:01,lucky-star-member-service,0.29%,701MiB / 15.47GiB
14:32:01,lucky-star-admin-service,78.67%,667.7MiB / 15.47GiB
14:32:01,lucky-star-rank-service,56.66%,633MiB / 15.47GiB
14:32:01,lucky-star-notification-service,3.15%,344.3MiB / 15.47GiB
14:32:01,lucky-star-kafka-ui,0.09%,290.9MiB / 15.47GiB
14:32:01,lucky-star-postgres,98.75%,820.9MiB / 15.47GiB
14:32:01,lucky-star-redis,23.18%,13.62MiB / 15.47GiB
14:32:01,lucky-star-kafka,65.56%,1.251GiB / 15.47GiB
14:32:01,lucky-star-mysql,26.40%,600.4MiB / 15.47GiB
14:32:01,lucky-star-grafana,0.09%,57.82MiB / 15.47GiB
14:32:01,lucky-star-prometheus,1.69%,74.96MiB / 15.47GiB
14:32:01,lucky-star-zookeeper,0.08%,134.7MiB / 15.47GiB
14:32:03,lucky-star-wallet-service,28.57%,731.2MiB / 15.47GiB
14:32:03,lucky-star-gateway-service,0.18%,520.2MiB / 15.47GiB
14:32:03,lucky-star-game-service,0.70%,996.6MiB / 15.47GiB
14:32:03,lucky-star-member-service,0.27%,701MiB / 15.47GiB
14:32:03,lucky-star-admin-service,47.91%,661MiB / 15.47GiB
14:32:03,lucky-star-rank-service,56.26%,633.5MiB / 15.47GiB
14:32:03,lucky-star-notification-service,0.66%,343.6MiB / 15.47GiB
14:32:03,lucky-star-kafka-ui,0.09%,290.9MiB / 15.47GiB
14:32:03,lucky-star-postgres,97.67%,820.1MiB / 15.47GiB
14:32:03,lucky-star-redis,25.08%,13.68MiB / 15.47GiB
14:32:03,lucky-star-kafka,152.88%,1.287GiB / 15.47GiB
14:32:03,lucky-star-mysql,29.65%,601.1MiB / 15.47GiB
14:32:03,lucky-star-grafana,0.05%,57.82MiB / 15.47GiB
14:32:03,lucky-star-prometheus,0.73%,74.98MiB / 15.47GiB
14:32:03,lucky-star-zookeeper,0.09%,134.7MiB / 15.47GiB
14:32:05,lucky-star-wallet-service,29.03%,731.9MiB / 15.47GiB
14:32:05,lucky-star-gateway-service,1.20%,520.2MiB / 15.47GiB
14:32:05,lucky-star-game-service,0.18%,996.7MiB / 15.47GiB
14:32:05,lucky-star-member-service,0.42%,701.2MiB / 15.47GiB
14:32:05,lucky-star-admin-service,41.84%,660.3MiB / 15.47GiB
14:32:05,lucky-star-rank-service,53.60%,632.8MiB / 15.47GiB
14:32:05,lucky-star-notification-service,0.54%,343.8MiB / 15.47GiB
14:32:05,lucky-star-kafka-ui,0.10%,290.9MiB / 15.47GiB
14:32:05,lucky-star-postgres,97.93%,817.7MiB / 15.47GiB
14:32:05,lucky-star-redis,21.03%,13.69MiB / 15.47GiB
14:32:05,lucky-star-kafka,129.77%,1.251GiB / 15.47GiB
14:32:05,lucky-star-mysql,29.10%,600.8MiB / 15.47GiB
14:32:05,lucky-star-grafana,0.04%,57.82MiB / 15.47GiB
14:32:05,lucky-star-prometheus,6.70%,76.48MiB / 15.47GiB
14:32:05,lucky-star-zookeeper,0.09%,134.7MiB / 15.47GiB
14:32:07,lucky-star-wallet-service,20.35%,732.1MiB / 15.47GiB
14:32:07,lucky-star-gateway-service,0.16%,520.2MiB / 15.47GiB
14:32:07,lucky-star-game-service,0.16%,996.7MiB / 15.47GiB
14:32:07,lucky-star-member-service,0.33%,701MiB / 15.47GiB
14:32:07,lucky-star-admin-service,0.48%,659.3MiB / 15.47GiB
14:32:07,lucky-star-rank-service,50.46%,633.5MiB / 15.47GiB
14:32:07,lucky-star-notification-service,1.26%,344.4MiB / 15.47GiB
14:32:07,lucky-star-kafka-ui,0.08%,290.9MiB / 15.47GiB
14:32:07,lucky-star-postgres,97.35%,817.9MiB / 15.47GiB
14:32:07,lucky-star-redis,17.00%,14.09MiB / 15.47GiB
14:32:07,lucky-star-kafka,46.87%,1.251GiB / 15.47GiB
14:32:07,lucky-star-mysql,26.50%,601.3MiB / 15.47GiB
14:32:07,lucky-star-grafana,0.08%,57.82MiB / 15.47GiB
14:32:07,lucky-star-prometheus,0.49%,75.43MiB / 15.47GiB
14:32:07,lucky-star-zookeeper,0.10%,134.7MiB / 15.47GiB
14:32:09,lucky-star-wallet-service,19.10%,731.6MiB / 15.47GiB
14:32:09,lucky-star-gateway-service,0.15%,520.5MiB / 15.47GiB
14:32:09,lucky-star-game-service,0.24%,996.8MiB / 15.47GiB
14:32:09,lucky-star-member-service,1.11%,701.7MiB / 15.47GiB
14:32:09,lucky-star-admin-service,1.52%,659.3MiB / 15.47GiB
14:32:09,lucky-star-rank-service,49.80%,632.6MiB / 15.47GiB
14:32:09,lucky-star-notification-service,0.49%,344.1MiB / 15.47GiB
14:32:09,lucky-star-kafka-ui,0.08%,290.9MiB / 15.47GiB
14:32:09,lucky-star-postgres,95.20%,818.2MiB / 15.47GiB
14:32:09,lucky-star-redis,14.55%,13.68MiB / 15.47GiB
14:32:09,lucky-star-kafka,37.91%,1.252GiB / 15.47GiB
14:32:09,lucky-star-mysql,23.88%,600.6MiB / 15.47GiB
14:32:09,lucky-star-grafana,0.07%,57.82MiB / 15.47GiB
14:32:09,lucky-star-prometheus,0.96%,76.38MiB / 15.47GiB
14:32:09,lucky-star-zookeeper,0.28%,134.7MiB / 15.47GiB
14:32:11,lucky-star-wallet-service,21.66%,731.4MiB / 15.47GiB
14:32:11,lucky-star-gateway-service,0.28%,520.2MiB / 15.47GiB
14:32:11,lucky-star-game-service,0.16%,996.7MiB / 15.47GiB
14:32:11,lucky-star-member-service,0.39%,701.2MiB / 15.47GiB
14:32:11,lucky-star-admin-service,5.50%,659.1MiB / 15.47GiB
14:32:11,lucky-star-rank-service,51.56%,633.1MiB / 15.47GiB
14:32:11,lucky-star-notification-service,0.46%,344.1MiB / 15.47GiB
14:32:11,lucky-star-kafka-ui,0.13%,290.9MiB / 15.47GiB
14:32:11,lucky-star-postgres,103.64%,818.7MiB / 15.47GiB
14:32:11,lucky-star-redis,15.13%,13.69MiB / 15.47GiB
14:32:11,lucky-star-kafka,39.29%,1.251GiB / 15.47GiB
14:32:11,lucky-star-mysql,26.05%,601.1MiB / 15.47GiB
14:32:11,lucky-star-grafana,0.06%,57.82MiB / 15.47GiB
14:32:11,lucky-star-prometheus,0.87%,74.96MiB / 15.47GiB
14:32:11,lucky-star-zookeeper,4.70%,135.5MiB / 15.47GiB
14:32:14,lucky-star-wallet-service,29.93%,731.7MiB / 15.47GiB
14:32:14,lucky-star-gateway-service,0.16%,520.2MiB / 15.47GiB
14:32:14,lucky-star-game-service,0.68%,996.7MiB / 15.47GiB
14:32:14,lucky-star-member-service,0.30%,701.2MiB / 15.47GiB
14:32:14,lucky-star-admin-service,0.47%,660.6MiB / 15.47GiB
14:32:14,lucky-star-rank-service,17.81%,633.3MiB / 15.47GiB
14:32:14,lucky-star-notification-service,0.51%,344.6MiB / 15.47GiB
14:32:14,lucky-star-kafka-ui,0.09%,290.9MiB / 15.47GiB
14:32:14,lucky-star-postgres,95.47%,818.2MiB / 15.47GiB
14:32:14,lucky-star-redis,5.35%,13.93MiB / 15.47GiB
14:32:14,lucky-star-kafka,18.95%,1.251GiB / 15.47GiB
14:32:14,lucky-star-mysql,21.93%,600.6MiB / 15.47GiB
14:32:14,lucky-star-grafana,0.07%,57.82MiB / 15.47GiB
14:32:14,lucky-star-prometheus,0.57%,75.86MiB / 15.47GiB
14:32:14,lucky-star-zookeeper,0.08%,134.7MiB / 15.47GiB
14:32:16,lucky-star-wallet-service,22.62%,732.6MiB / 15.47GiB
14:32:16,lucky-star-gateway-service,0.23%,520.5MiB / 15.47GiB
14:32:16,lucky-star-game-service,0.24%,996.7MiB / 15.47GiB
14:32:16,lucky-star-member-service,0.27%,701.2MiB / 15.47GiB
14:32:16,lucky-star-admin-service,0.45%,660.7MiB / 15.47GiB
14:32:16,lucky-star-rank-service,0.54%,631.8MiB / 15.47GiB
14:32:16,lucky-star-notification-service,0.54%,344.6MiB / 15.47GiB
14:32:16,lucky-star-kafka-ui,0.09%,290.9MiB / 15.47GiB
14:32:16,lucky-star-postgres,95.94%,818.6MiB / 15.47GiB
14:32:16,lucky-star-redis,0.32%,13.44MiB / 15.47GiB
14:32:16,lucky-star-kafka,150.00%,1.314GiB / 15.47GiB
14:32:16,lucky-star-mysql,23.20%,601.1MiB / 15.47GiB
14:32:16,lucky-star-grafana,0.08%,57.82MiB / 15.47GiB
14:32:16,lucky-star-prometheus,1.20%,76MiB / 15.47GiB
14:32:16,lucky-star-zookeeper,0.08%,134.7MiB / 15.47GiB
